INFO 2025-10-08 08:23:00,888 autoreload 22463 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 09:22:50,662 autoreload 34502 140704639274432 /Users/mak/Desktop/IT/JOB/GREEN_MILE/green_mile_project/main_app/views.py changed, reloading.
INFO 2025-10-08 09:22:53,409 autoreload 34937 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 09:22:55,193 autoreload 34937 140704639274432 /Users/mak/Desktop/IT/JOB/GREEN_MILE/green_mile_project/main_app/views.py changed, reloading.
INFO 2025-10-08 09:22:56,686 autoreload 34964 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 16:41:46,673 autoreload 40253 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 16:54:57,133 basehttp 40253 123145534275584 "GET / HTTP/1.1" 200 79389
INFO 2025-10-08 16:54:57,293 basehttp 40253 123145534275584 "GET /static/css/tailwind.output.css HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,298 basehttp 40253 123145551065088 "GET /static/css/main_page.css HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,300 basehttp 40253 123145567854592 "GET /static/img/logo.png HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,304 basehttp 40253 123145584644096 "GET /static/img/cutted-forest.png HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,322 basehttp 40253 123145584644096 "GET /static/img/beetle-icon.png HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,333 basehttp 40253 123145584644096 "GET /static/img/cutting-icon.png HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,340 basehttp 40253 123145584644096 "GET /static/img/fire-icon.png HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,358 basehttp 40253 123145584644096 "GET /static/js/video.js HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,372 basehttp 40253 123145584644096 "GET /static/js/card.js HTTP/1.1" 304 0
INFO 2025-10-08 16:54:57,423 basehttp 40253 123145584644096 "GET /static/img/pollution-icon.png HTTP/1.1" 304 0
INFO 2025-10-08 16:54:59,044 basehttp 40253 123145584644096 "GET /static/img/hero-bg-2.png HTTP/1.1" 304 0
INFO 2025-10-08 16:54:59,069 basehttp 40253 123145584644096 "GET /static/videos/cutting.mp4 HTTP/1.1" 304 0
INFO 2025-10-08 16:54:59,077 basehttp 40253 123145567854592 "GET /static/videos/beetle.mp4 HTTP/1.1" 304 0
INFO 2025-10-08 16:54:59,094 basehttp 40253 123145584644096 "GET /static/videos/fire.mp4 HTTP/1.1" 304 0
INFO 2025-10-08 16:54:59,200 basehttp 40253 123145584644096 "GET /static/videos/pollution.mp4 HTTP/1.1" 304 0
INFO 2025-10-08 16:55:00,574 basehttp 40253 123145584644096 "GET /certificate/ HTTP/1.1" 200 104033
INFO 2025-10-08 16:55:00,650 basehttp 40253 123145584644096 "GET /static/img/p1.png HTTP/1.1" 304 0
INFO 2025-10-08 16:55:00,650 basehttp 40253 123145567854592 "GET /static/img/p2.png HTTP/1.1" 304 0
INFO 2025-10-08 16:55:00,670 basehttp 40253 123145567854592 "GET /static/img/p3.png HTTP/1.1" 304 0
WARNING 2025-10-08 16:55:01,760 log 40253 123145567854592 Not Found: /media/certificate_templates/5327800875516818513.jpg
WARNING 2025-10-08 16:55:01,760 log 40253 123145584644096 Not Found: /media/certificate_templates/default-elegant_mybb8sZ.jpg
WARNING 2025-10-08 16:55:01,760 log 40253 123145551065088 Not Found: /media/certificate_templates/default-elegant_CkIp04K.jpg
WARNING 2025-10-08 16:55:01,763 basehttp 40253 123145551065088 "GET /media/certificate_templates/default-elegant_CkIp04K.jpg HTTP/1.1" 404 179
WARNING 2025-10-08 16:55:01,762 basehttp 40253 123145567854592 "GET /media/certificate_templates/5327800875516818513.jpg HTTP/1.1" 404 179
WARNING 2025-10-08 16:55:01,765 basehttp 40253 123145584644096 "GET /media/certificate_templates/default-elegant_mybb8sZ.jpg HTTP/1.1" 404 179
INFO 2025-10-08 17:09:44,202 autoreload 46683 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 17:09:48,602 autoreload 46683 140704639274432 /Users/mak/Desktop/IT/JOB/GREEN_MILE/green_mile_project/main_app/urls.py changed, reloading.
INFO 2025-10-08 17:09:50,335 autoreload 46706 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 17:10:01,708 basehttp 46706 123145526804480 "GET /api/list-media-files HTTP/1.1" 301 0
INFO 2025-10-08 17:16:42,281 basehttp 46706 123145526804480 "GET /api/list-media-files/ HTTP/1.1" 200 327
INFO 2025-10-08 17:20:19,559 autoreload 46706 140704639274432 /Users/mak/Desktop/IT/JOB/GREEN_MILE/green_mile_project/green_mile_project/urls.py changed, reloading.
INFO 2025-10-08 17:20:21,524 autoreload 49002 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 17:21:03,576 autoreload 49002 140704639274432 /Users/mak/Desktop/IT/JOB/GREEN_MILE/green_mile_project/main_app/views.py changed, reloading.
INFO 2025-10-08 17:21:05,061 autoreload 49172 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 17:27:23,425 autoreload 50670 140704639274432 Watching for file changes with StatReloader
INFO 2025-10-08 17:27:31,166 basehttp 50670 123145526456320 "GET /certificate/ HTTP/1.1" 200 105139
INFO 2025-10-08 17:27:31,254 basehttp 50670 123145526456320 "GET /static/css/tailwind.output.css HTTP/1.1" 304 0
INFO 2025-10-08 17:27:31,272 basehttp 50670 123145543245824 "GET /static/css/main_page.css HTTP/1.1" 304 0
INFO 2025-10-08 17:27:31,298 basehttp 50670 123145560035328 "GET /static/img/logo.png HTTP/1.1" 304 0
INFO 2025-10-08 17:27:31,318 basehttp 50670 123145576824832 "GET /static/img/p1.png HTTP/1.1" 304 0
INFO 2025-10-08 17:27:31,322 basehttp 50670 123145560035328 "GET /static/img/p2.png HTTP/1.1" 304 0
INFO 2025-10-08 17:27:31,329 basehttp 50670 123145560035328 "GET /static/img/p3.png HTTP/1.1" 304 0
WARNING 2025-10-08 17:27:32,526 log 50670 123145560035328 Not Found: /media/certificate_templates/5327800875516818513.jpg
WARNING 2025-10-08 17:27:32,528 log 50670 123145543245824 Not Found: /media/certificate_templates/default-elegant_CkIp04K.jpg
WARNING 2025-10-08 17:27:32,530 log 50670 123145576824832 Not Found: /media/certificate_templates/default-elegant_mybb8sZ.jpg
WARNING 2025-10-08 17:27:32,531 basehttp 50670 123145560035328 "GET /media/certificate_templates/5327800875516818513.jpg HTTP/1.1" 404 179
WARNING 2025-10-08 17:27:32,534 basehttp 50670 123145543245824 "GET /media/certificate_templates/default-elegant_CkIp04K.jpg HTTP/1.1" 404 179
WARNING 2025-10-08 17:27:32,543 basehttp 50670 123145576824832 "GET /media/certificate_templates/default-elegant_mybb8sZ.jpg HTTP/1.1" 404 179
INFO 2025-10-08 17:36:20,563 basehttp 50670 123145526456320 "GET /admin HTTP/1.1" 301 0
INFO 2025-10-08 17:36:20,616 basehttp 50670 123145543245824 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-08 17:36:20,734 basehttp 50670 123145543245824 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4173
INFO 2025-10-08 17:36:20,811 basehttp 50670 123145526456320 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2808
INFO 2025-10-08 17:36:20,815 basehttp 50670 123145560035328 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-10-08 17:36:20,823 basehttp 50670 123145593614336 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16565
INFO 2025-10-08 17:36:20,824 basehttp 50670 123145610403840 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2025-10-08 17:36:20,835 basehttp 50670 123145576824832 "GET /static/admin/css/login.css HTTP/1.1" 200 951
INFO 2025-10-08 17:36:20,837 basehttp 50670 123145543245824 "GET /static/admin/css/base.css HTTP/1.1" 200 22120
INFO 2025-10-08 17:36:20,856 basehttp 50670 123145543245824 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
WARNING 2025-10-08 17:36:20,926 log 50670 123145543245824 Not Found: /favicon.ico
WARNING 2025-10-08 17:36:20,927 basehttp 50670 123145543245824 "GET /favicon.ico HTTP/1.1" 404 179
INFO 2025-10-08 17:36:24,967 basehttp 50670 123145543245824 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-10-08 17:36:25,007 basehttp 50670 123145543245824 "GET /admin/ HTTP/1.1" 200 11754
INFO 2025-10-08 17:36:25,088 basehttp 50670 123145576824832 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-10-08 17:36:25,092 basehttp 50670 123145543245824 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-10-08 17:36:25,167 basehttp 50670 123145593614336 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-10-08 17:36:30,032 basehttp 50670 123145543245824 "GET /admin/main_app/certificate/ HTTP/1.1" 200 10459
INFO 2025-10-08 17:36:30,127 basehttp 50670 123145560035328 "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-10-08 17:36:30,129 basehttp 50670 123145610403840 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-10-08 17:36:30,134 basehttp 50670 123145526456320 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777
INFO 2025-10-08 17:36:30,137 basehttp 50670 123145543245824 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6878
INFO 2025-10-08 17:36:30,161 basehttp 50670 123145610403840 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-10-08 17:36:30,182 basehttp 50670 123145543245824 "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-10-08 17:36:30,184 basehttp 50670 123145593614336 "GET /static/admin/js/vendor/jquery/jquery.min.js HTTP/1.1" 200 87533
INFO 2025-10-08 17:36:30,200 basehttp 50670 123145560035328 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-10-08 17:36:30,201 basehttp 50670 123145576824832 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:36:30,230 basehttp 50670 123145526456320 "GET /static/admin/js/vendor/xregexp/xregexp.min.js HTTP/1.1" 200 163184
INFO 2025-10-08 17:36:30,233 basehttp 50670 123145576824832 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-10-08 17:36:30,278 basehttp 50670 123145526456320 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2025-10-08 17:36:30,327 basehttp 50670 123145576824832 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-10-08 17:36:34,704 basehttp 50670 123145576824832 "GET /admin/main_app/certificatetemplate/ HTTP/1.1" 200 14912
INFO 2025-10-08 17:36:34,757 basehttp 50670 123145576824832 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:36:34,887 basehttp 50670 123145576824832 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
INFO 2025-10-08 17:36:48,276 basehttp 50670 123145576824832 "GET /admin/main_app/certificatetemplate/10/change/ HTTP/1.1" 200 14930
INFO 2025-10-08 17:36:48,327 basehttp 50670 123145576824832 "GET /static/admin/css/forms.css HTTP/1.1" 200 8525
INFO 2025-10-08 17:36:48,340 basehttp 50670 123145560035328 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-10-08 17:36:48,347 basehttp 50670 123145576824832 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11991
INFO 2025-10-08 17:36:48,358 basehttp 50670 123145576824832 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-10-08 17:36:48,363 basehttp 50670 123145526456320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:37:04,814 basehttp 50670 123145526456320 "POST /admin/main_app/certificatetemplate/10/change/ HTTP/1.1" 302 0
INFO 2025-10-08 17:37:04,852 basehttp 50670 123145526456320 "GET /admin/main_app/certificatetemplate/ HTTP/1.1" 200 15148
INFO 2025-10-08 17:37:04,916 basehttp 50670 123145526456320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:37:04,949 basehttp 50670 123145526456320 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-10-08 17:37:07,934 basehttp 50670 123145526456320 "GET /admin/main_app/certificatetemplate/add/ HTTP/1.1" 200 14430
INFO 2025-10-08 17:37:08,010 basehttp 50670 123145526456320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:40:17,216 basehttp 50670 123145526456320 "POST /admin/main_app/certificatetemplate/add/ HTTP/1.1" 200 14725
INFO 2025-10-08 17:40:17,279 basehttp 50670 123145560035328 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,283 basehttp 50670 123145576824832 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,285 basehttp 50670 123145593614336 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,292 basehttp 50670 123145543245824 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,292 basehttp 50670 123145610403840 "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,295 basehttp 50670 123145560035328 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,304 basehttp 50670 123145576824832 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,309 basehttp 50670 123145593614336 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,316 basehttp 50670 123145543245824 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,319 basehttp 50670 123145610403840 "GET /static/admin/js/vendor/jquery/jquery.min.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,325 basehttp 50670 123145560035328 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,330 basehttp 50670 123145576824832 "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,334 basehttp 50670 123145593614336 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,343 basehttp 50670 123145610403840 "GET /static/admin/js/vendor/xregexp/xregexp.min.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,345 basehttp 50670 123145543245824 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,351 basehttp 50670 123145560035328 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,355 basehttp 50670 123145526456320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:40:17,388 basehttp 50670 123145560035328 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-10-08 17:40:17,422 basehttp 50670 123145526456320 "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:14,349 basehttp 50670 123145526456320 "GET /admin/main_app/certificate/ HTTP/1.1" 200 10459
INFO 2025-10-08 17:41:14,414 basehttp 50670 123145560035328 "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-10-08 17:41:14,423 basehttp 50670 123145560035328 "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:14,429 basehttp 50670 123145526456320 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:41:19,255 basehttp 50670 123145526456320 "GET /admin/main_app/certificatetemplate/ HTTP/1.1" 200 14912
INFO 2025-10-08 17:41:19,338 basehttp 50670 123145543245824 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,348 basehttp 50670 123145610403840 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,349 basehttp 50670 123145526456320 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,349 basehttp 50670 123145576824832 "GET /static/admin/js/vendor/jquery/jquery.min.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,362 basehttp 50670 123145560035328 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,374 basehttp 50670 123145543245824 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,378 basehttp 50670 123145610403840 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,387 basehttp 50670 123145593614336 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:41:19,417 basehttp 50670 123145543245824 "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,398 basehttp 50670 123145576824832 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,410 basehttp 50670 123145560035328 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,380 basehttp 50670 123145526456320 "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,425 basehttp 50670 123145610403840 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,431 basehttp 50670 123145526456320 "GET /static/admin/js/vendor/xregexp/xregexp.min.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:19,441 basehttp 50670 123145610403840 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-10-08 17:41:27,469 basehttp 50670 123145610403840 "POST /admin/main_app/certificatetemplate/ HTTP/1.1" 200 10587
INFO 2025-10-08 17:41:27,560 basehttp 50670 123145610403840 "GET /static/admin/js/cancel.js HTTP/1.1" 200 884
INFO 2025-10-08 17:41:28,836 basehttp 50670 123145610403840 "POST /admin/main_app/certificatetemplate/ HTTP/1.1" 302 0
INFO 2025-10-08 17:41:28,860 basehttp 50670 123145610403840 "GET /admin/main_app/certificatetemplate/ HTTP/1.1" 200 9084
INFO 2025-10-08 17:41:28,911 basehttp 50670 123145610403840 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-08 17:41:28,985 basehttp 50670 123145610403840 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-10-08 17:41:33,343 basehttp 50670 123145610403840 "GET /certificate/ HTTP/1.1" 200 102236
INFO 2025-10-08 17:41:33,420 basehttp 50670 123145526456320 "GET /static/css/main_page.css HTTP/1.1" 200 5236
